Date,Time,.SS,InverterMotorCurrent,InverterMotorPower,InverterMotorTorque,InverterMotorTemp,Drive_SpeedSensorShaftToBasket
3/9/2026,16:17:25:.486,0.486,176,71,424,28,140
3/9/2026,16:17:25:.600,0.6,177,70,414,28,140
3/9/2026,16:17:25:.764,0.764,183,77,430,28,140
3/9/2026,16:17:25:.922,0.922,182,75,430,28,140
3/9/2026,16:17:26:.044,0.044,176,71,412,28,140
3/9/2026,16:17:26:.160,0.16,176,77,412,28,140
3/9/2026,16:17:26:.274,0.274,184,77,431,28,140
3/9/2026,16:17:26:.419,0.419,184,71,431,28,140
3/9/2026,16:17:26:.539,0.539,173,77,424,28,140
3/9/2026,16:17:26:.660,0.66,180,77,435,28,140
3/9/2026,16:17:26:.819,0.819,180,72,435,28,140
3/9/2026,16:17:26:.935,0.935,175,76,416,28,140
3/9/2026,16:17:27:.055,0.055,185,76,436,28,140
3/9/2026,16:17:27:.167,0.167,184,73,424,28,140
3/9/2026,16:17:27:.366,0.366,174,73,414,28,140
3/9/2026,16:17:27:.483,0.483,190,77,420,28,140
3/9/2026,16:17:27:.598,0.598,190,74,420,28,140
3/9/2026,16:17:27:.739,0.739,176,74,398,28,140
3/9/2026,16:17:27:.881,0.881,188,73,432,28,140
3/9/2026,16:17:28:.104,0.104,188,76,432,28,140
3/9/2026,16:17:28:.263,0.263,188,76,432,28,140
3/9/2026,16:17:28:.381,0.381,189,78,434,28,140
3/9/2026,16:17:28:.499,0.499,176,78,402,28,140
3/9/2026,16:17:28:.617,0.617,176,72,402,28,140
3/9/2026,16:17:28:.734,0.734,184,72,421,28,140
3/9/2026,16:17:28:.850,0.85,184,77,421,28,140
3/9/2026,16:17:28:.967,0.967,174,77,403,28,140
3/9/2026,16:17:29:.160,0.16,174,71,403,28,140
3/9/2026,16:17:29:.281,0.281,183,75,426,28,140
3/9/2026,16:17:29:.395,0.395,183,75,426,28,140
3/9/2026,16:17:29:.529,0.529,183,73,426,28,140
3/9/2026,16:17:29:.685,0.685,187,74,433,28,140
3/9/2026,16:17:29:.869,0.869,170,74,403,28,140
3/9/2026,16:17:29:.984,0.984,185,74,411,28,140
3/9/2026,16:17:30:.145,0.145,185,75,411,28,140
3/9/2026,16:17:30:.308,0.308,171,70,395,28,140
3/9/2026,16:17:30:.476,0.476,182,70,425,28,140
3/9/2026,16:17:30:.601,0.601,179,76,418,28,140
3/9/2026,16:17:30:.784,0.784,179,70,418,28,140
3/9/2026,16:17:30:.975,0.975,177,75,420,28,140
3/9/2026,16:17:31:.215,0.215,179,71,426,28,140
3/9/2026,16:17:31:.334,0.334,178,75,418,28,140
3/9/2026,16:17:31:.454,0.454,181,71,417,28,140
3/9/2026,16:17:31:.568,0.568,171,71,396,28,140
3/9/2026,16:17:31:.682,0.682,170,71,414,28,140
3/9/2026,16:17:31:.849,0.849,170,75,414,28,140
3/9/2026,16:17:31:.964,0.964,178,69,419,28,140
3/9/2026,16:17:32:.088,0.088,172,69,403,28,140
3/9/2026,16:17:32:.199,0.199,172,75,403,28,140
3/9/2026,16:17:32:.328,0.328,183,70,418,28,140
3/9/2026,16:17:32:.509,0.509,174,70,398,28,140
3/9/2026,16:17:32:.703,0.703,177,74,409,28,140
3/9/2026,16:17:32:.837,0.837,180,69,420,28,140
3/9/2026,16:17:32:.956,0.956,177,75,413,28,140
3/9/2026,16:17:33:.110,0.11,178,75,419,28,140
3/9/2026,16:17:33:.230,0.23,178,70,419,28,140
3/9/2026,16:17:33:.349,0.349,173,70,426,28,140
3/9/2026,16:17:33:.506,0.506,173,74,426,28,140
3/9/2026,16:17:33:.678,0.678,181,68,428,28,140
3/9/2026,16:17:33:.836,0.836,171,72,412,28,140
3/9/2026,16:17:33:.952,0.952,179,74,406,28,140
3/9/2026,16:17:34:.101,0.101,179,69,406,28,140
3/9/2026,16:17:34:.237,0.237,179,74,406,28,140
3/9/2026,16:17:34:.403,0.403,183,74,415,28,140
3/9/2026,16:17:34:.516,0.516,168,70,394,28,140
3/9/2026,16:17:34:.639,0.639,168,71,394,28,140
3/9/2026,16:17:34:.752,0.752,180,75,430,28,140
3/9/2026,16:17:34:.892,0.892,180,75,430,28,140
3/9/2026,16:17:35:.012,0.012,180,75,430,28,140
3/9/2026,16:17:35:.134,0.134,181,70,417,28,140
3/9/2026,16:17:35:.303,0.303,180,75,413,28,140
3/9/2026,16:17:35:.465,0.465,171,71,401,28,140
3/9/2026,16:17:35:.580,0.58,182,70,422,28,140
3/9/2026,16:17:35:.707,0.707,182,73,422,28,140
3/9/2026,16:17:35:.824,0.824,175,73,401,28,140
3/9/2026,16:17:35:.942,0.942,184,71,435,28,140
3/9/2026,16:17:36:.087,0.087,184,78,435,28,140
3/9/2026,16:17:36:.203,0.203,174,76,410,28,140
3/9/2026,16:17:36:.320,0.32,174,74,410,28,140
3/9/2026,16:17:36:.433,0.433,189,74,435,28,140
3/9/2026,16:17:36:.569,0.569,189,76,435,28,140
3/9/2026,16:17:36:.681,0.681,173,72,414,28,140
3/9/2026,16:17:36:.799,0.799,188,72,435,28,140
3/9/2026,16:17:36:.963,0.963,185,77,434,28,140
3/9/2026,16:17:37:.075,0.075,174,77,419,28,140
3/9/2026,16:17:37:.191,0.191,174,75,419,28,140
3/9/2026,16:17:37:.325,0.325,185,75,432,28,140
3/9/2026,16:17:37:.440,0.44,173,74,408,28,140
3/9/2026,16:17:37:.594,0.594,173,72,408,28,140
3/9/2026,16:17:37:.762,0.762,182,72,427,28,140
3/9/2026,16:17:38:.019,0.019,182,76,427,28,140
3/9/2026,16:17:38:.185,0.185,181,72,441,28,140
3/9/2026,16:17:38:.297,0.297,181,74,441,28,140
3/9/2026,16:17:38:.429,0.429,175,74,399,28,140
3/9/2026,16:17:38:.548,0.548,181,75,428,28,140
3/9/2026,16:17:38:.661,0.661,181,75,428,28,140
3/9/2026,16:17:38:.776,0.776,170,75,397,28,140
3/9/2026,16:17:38:.891,0.891,170,71,397,28,140
3/9/2026,16:17:39:.026,0.026,184,71,425,28,140
3/9/2026,16:17:39:.196,0.196,184,74,425,28,140
3/9/2026,16:17:39:.311,0.311,168,71,411,28,140
3/9/2026,16:17:39:.474,0.474,181,71,431,28,140
3/9/2026,16:17:39:.594,0.594,172,73,410,28,140
3/9/2026,16:17:39:.709,0.709,170,69,414,28,140
3/9/2026,16:17:39:.826,0.826,173,71,420,28,140
3/9/2026,16:17:39:.939,0.939,173,75,420,28,140
3/9/2026,16:17:40:.098,0.098,168,75,391,28,140
3/9/2026,16:17:40:.229,0.229,175,69,411,28,140
3/9/2026,16:17:40:.391,0.391,175,75,411,28,140
3/9/2026,16:17:40:.592,0.592,180,70,422,28,140
3/9/2026,16:17:40:.706,0.706,179,77,413,28,140
3/9/2026,16:17:40:.821,0.821,176,77,415,28,140
3/9/2026,16:17:40:.949,0.949,176,69,415,28,140
3/9/2026,16:17:41:.062,0.062,173,69,410,28,140
3/9/2026,16:17:41:.236,0.236,180,74,430,28,140
3/9/2026,16:17:41:.350,0.35,180,72,430,28,140
3/9/2026,16:17:41:.464,0.464,178,72,411,28,140
3/9/2026,16:17:41:.579,0.579,178,76,411,28,140
3/9/2026,16:17:41:.690,0.69,185,76,422,28,140
3/9/2026,16:17:41:.805,0.805,185,73,422,28,140
3/9/2026,16:17:41:.919,0.919,173,73,395,28,140
3/9/2026,16:17:42:.035,0.035,173,75,395,28,140
3/9/2026,16:17:42:.187,0.187,182,75,434,28,140
3/9/2026,16:17:42:.326,0.326,175,72,414,28,140
3/9/2026,16:17:42:.493,0.493,175,74,414,28,140
3/9/2026,16:17:42:.659,0.659,175,70,414,28,140
3/9/2026,16:17:42:.865,0.865,173,70,420,28,140
3/9/2026,16:17:42:.980,0.98,182,76,427,28,140
3/9/2026,16:17:43:.122,0.122,182,72,427,28,140
3/9/2026,16:17:43:.239,0.239,171,76,413,28,140
3/9/2026,16:17:43:.353,0.353,171,76,413,28,140
3/9/2026,16:17:43:.480,0.48,171,71,413,28,140
3/9/2026,16:17:43:.647,0.647,168,71,393,28,140
3/9/2026,16:17:43:.763,0.763,178,73,427,28,140
3/9/2026,16:17:43:.923,0.923,178,71,427,28,140
3/9/2026,16:17:44:.130,0.13,162,71,404,28,140
3/9/2026,16:17:44:.264,0.264,179,73,408,28,140
3/9/2026,16:17:44:.379,0.379,167,73,408,28,140
3/9/2026,16:17:44:.492,0.492,167,72,408,28,140
3/9/2026,16:17:44:.615,0.615,183,72,428,28,140
3/9/2026,16:17:44:.725,0.725,183,71,428,28,140
3/9/2026,16:17:44:.883,0.883,168,71,396,28,140
3/9/2026,16:17:44:.996,0.996,181,72,426,28,140
3/9/2026,16:17:45:.110,0.11,181,75,426,28,140
3/9/2026,16:17:45:.222,0.222,167,75,401,28,140
3/9/2026,16:17:45:.360,0.36,167,75,401,28,140
3/9/2026,16:17:45:.474,0.474,178,75,429,28,140
3/9/2026,16:17:45:.615,0.615,170,75,398,28,140
3/9/2026,16:17:45:.733,0.733,167,70,386,28,140
3/9/2026,16:17:45:.875,0.875,186,70,403,28,140
3/9/2026,16:17:45:.991,0.991,177,75,409,28,140
3/9/2026,16:17:46:.111,0.111,177,70,409,28,140
3/9/2026,16:17:46:.225,0.225,179,72,405,28,140
3/9/2026,16:17:46:.342,0.342,179,75,405,28,140
3/9/2026,16:17:46:.460,0.46,179,75,409,28,140
3/9/2026,16:17:46:.575,0.575,179,71,409,28,140
3/9/2026,16:17:46:.688,0.688,178,71,399,28,140
3/9/2026,16:17:46:.850,0.85,178,76,399,28,140
3/9/2026,16:17:46:.964,0.964,182,71,419,28,140
3/9/2026,16:17:47:.081,0.081,181,71,411,28,140
3/9/2026,16:17:47:.253,0.253,181,79,411,28,140
3/9/2026,16:17:47:.449,0.449,170,72,430,28,140
3/9/2026,16:17:47:.594,0.594,181,76,425,28,140
3/9/2026,16:17:47:.705,0.705,184,76,420,28,140
3/9/2026,16:17:47:.867,0.867,184,72,420,28,140
3/9/2026,16:17:47:.991,0.991,184,76,420,28,140
3/9/2026,16:17:48:.125,0.125,182,76,416,28,140
3/9/2026,16:17:48:.344,0.344,167,72,410,28,140
3/9/2026,16:17:48:.492,0.492,172,75,403,28,140
3/9/2026,16:17:48:.648,0.648,177,70,425,28,140
3/9/2026,16:17:48:.842,0.842,175,70,407,28,140
3/9/2026,16:17:49:.017,0.017,182,74,417,28,140
3/9/2026,16:17:49:.165,0.165,168,74,386,28,140
3/9/2026,16:17:49:.318,0.318,181,74,416,28,140
3/9/2026,16:17:49:.474,0.474,179,71,405,28,140
3/9/2026,16:17:49:.639,0.639,169,70,412,28,140
3/9/2026,16:17:49:.809,0.809,178,74,443,28,140
3/9/2026,16:17:49:.926,0.926,171,71,402,28,140
3/9/2026,16:17:50:.048,0.048,163,73,390,28,140
3/9/2026,16:17:50:.168,0.168,185,75,435,28,140
3/9/2026,16:17:50:.310,0.31,178,74,437,28,140
3/9/2026,16:17:50:.433,0.433,171,72,408,28,140
3/9/2026,16:17:50:.555,0.555,181,72,411,28,140
3/9/2026,16:17:50:.690,0.69,184,75,425,28,140
3/9/2026,16:17:50:.864,0.864,173,70,411,28,140
3/9/2026,16:17:50:.983,0.983,175,75,415,28,140
3/9/2026,16:17:51:.106,0.106,202,75,442,28,140
3/9/2026,16:17:51:.228,0.228,202,96,442,28,140
